url_path,views_total,views_unique
/unikraft/loupe,23,20
/unikraft/loupe/issues,3,3
/unikraft/loupe/issues/14,2,2
/unikraft/loupe/pull/35,2,2
/unikraft/loupe/graphs/contributors,1,1
/unikraft/loupe/issues/18,1,1
/unikraft/loupe/issues/26,1,1
/unikraft/loupe/issues/32,1,1
/unikraft/loupe/wiki,1,1
