time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-27 00:00:00+00:00,6,5,0,0
2026-03-28 00:00:00+00:00,10,6,4,3
2026-03-29 00:00:00+00:00,12,4,0,0
2026-03-30 00:00:00+00:00,10,5,0,0
2026-03-31 00:00:00+00:00,9,7,0,0
2026-04-01 00:00:00+00:00,14,6,12,4
2026-04-02 00:00:00+00:00,10,6,0,0
2026-04-03 00:00:00+00:00,15,7,2,2
2026-04-04 00:00:00+00:00,8,7,43,3
2026-04-05 00:00:00+00:00,15,9,4,4
2026-04-06 00:00:00+00:00,14,9,4,3
2026-04-07 00:00:00+00:00,4,4,0,0
2026-04-08 00:00:00+00:00,19,8,3,2
2026-04-09 00:00:00+00:00,15,6,4,2
