time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-20 00:00:00+00:00,25,8,0,0
2026-05-21 00:00:00+00:00,22,13,3,3
2026-05-22 00:00:00+00:00,8,3,0,0
2026-05-23 00:00:00+00:00,13,7,12,1
2026-05-24 00:00:00+00:00,20,10,0,0
2026-05-25 00:00:00+00:00,19,8,1,1
2026-05-26 00:00:00+00:00,20,10,0,0
2026-05-27 00:00:00+00:00,16,11,0,0
2026-05-28 00:00:00+00:00,17,8,0,0
2026-05-29 00:00:00+00:00,26,13,1,1
2026-05-30 00:00:00+00:00,33,12,3,2
2026-05-31 00:00:00+00:00,9,5,0,0
2026-06-01 00:00:00+00:00,15,6,1,1
2026-06-02 00:00:00+00:00,14,8,2,1
