time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,2.0,2.0,8,2
2025-02-25 00:00:00+00:00,13.0,7.0,47,4
2025-02-26 00:00:00+00:00,1.0,1.0,4,2
2025-02-27 00:00:00+00:00,3.0,3.0,12,7
2025-02-28 00:00:00+00:00,2.0,2.0,5,5
2025-03-01 00:00:00+00:00,5.0,2.0,2,1
2025-03-02 00:00:00+00:00,8.0,4.0,3,3
2025-03-03 00:00:00+00:00,5.0,5.0,11,7
2025-03-04 00:00:00+00:00,9.0,6.0,4,4
2025-03-05 00:00:00+00:00,3.0,3.0,1,1
2025-03-06 00:00:00+00:00,2.0,2.0,8,1
2025-03-07 00:00:00+00:00,1.0,1.0,1,1
2025-03-08 00:00:00+00:00,4.0,4.0,4,4
2025-03-09 00:00:00+00:00,,,1,1
